Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"CLINIQUE DU RENAISON","378433627","","86.10Z","Human health and social work activities","Human Health and Social Work","ET 77 75 RUE GENERAL GIRAUD 42300 ROANNE","42300","42","84","32","2","2024",24342321
"S.N.F. SA","430006643","","20.16Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZAC MILIEUX RUE ADRIENNE BOLLAND 42160 ANDREZIEUX-BOUTHEON","42160","42","84","42","7","2024",998376360
"TECHNETICS GROUP FRANCE SAS","400072997","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","90 RUE DE LA ROCHE DU GEAI 42000 SAINT-ETIENNE","42000","42","84","22","4","2024",57378292
"NIGAY SAS","885550418","","10.89Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI LA GARE LA FECULERIE 42110 FEURS","42110","42","84","32","2","2023",143705358
"MERITOR INDUSTRIAL PRODUCTS SAINT-ETIENNE","335339446","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","4 RUE JEAN SERVANTON 42000 SAINT-ETIENNE","42000","42","84","31","4","2024",108086033
"ATELIER FOREZIEN DU FRAIS","316535046","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","POLE DE LA VIANDE 55 ALLEE DE LA HALLE 42350 LA TALAUDIERE","42350","42","84","31","4","2024",212237815
"CASINO SERVICES","428267249","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE","42000","42","84","32","3","2024",61458000
"LINAMAR SAINT-CHAMOND","799217393","","25.62B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZAC DES ACIERIES 74 RUE SIBERT 42400 SAINT-CHAMOND","42400","42","84","31","2","2024",53201732
"CLINIQUE DU PARC","351781109","","86.10Z","Human health and social work activities","Human Health and Social Work","9 B RUE DE LA PIOT 42270 SAINT-PRIEST-EN-JAREZ","42270","42","84","31","2","2024",24739199
"DUMAREY POWERGLIDE BOUTHEON","414442558","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZI GOUYONNIERE 4 BOULEVARD PIERRE DESGRANGES 42160 ANDREZIEUX-BOUTHEON","42160","42","84","32","2","2024",48391836
"CLECIM SAS","324905165","","28.91Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","41 RUE DE FEURS 42600 SAVIGNEUX","42600","42","84","31","10","2024",50032447
"FEDERAL-MOGUL IGNITION PRODUCTS SAS","449400076","","29.31Z","Manufacturing","Manufacturing: Transport Equipment","1 RUE JOANNY DESAGE 42140 CHAZELLES-SUR-LYON","42140","42","84","32","4","2024",59855700
"TRANSDEV SAINT-ETIENNE (S.T.A.S) (STAS)","429937519","","49.31Z","Transportation and storage","Transportation and Storage","42272 ST-PRIEST-EN-JAREZ 1 AVENUE PIERRE MENDES-FRANCE 42270 SAINT-PRIEST-EN-JAREZ","42270","42","84","41","1","2024",74222418
"ANDREZIEUX DISTRIBUTION","339377467","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DE MIGALON 4 BOULEVARD CHARLES VOISIN 42160 ANDREZIEUX-BOUTHEON","42160","42","84","32","4","2024",106034211
"VALENTIN TRAITEUR","392019188","","10.85Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DE LA DEMI LIEUE RUE AMPERE 42300 MABLY","42300","42","84","31","2","2017",53690914
"HOPITAL PRIVE DE LA LOIRE","704501006","","86.10Z","Human health and social work activities","Human Health and Social Work","39 BOULEVARD DE LA PALLE 42100 SAINT-ETIENNE","42100","42","84","41","5","2024",93415311
"DEEL FRANCE","902422245","","82.99Z","Administrative and support service activities","Administrative and Support","5 RUE EDOUARD MARTEL 42100 SAINT-ETIENNE","42100","42","84","NN","2","2024",154152852
"MILEADE (MILEADE)","843049040","","55.20Z","Accommodation and food service activities","Accommodation and Food Services","5 AVENUE VICTOR HUGO 43100 BRIOUDE","43100","43","84","22","47","2024",98724909
"IMPLID EXPERTISE CONSEIL (SEGECO)","587350273","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZI 12 ROUTE DE COUBON 43700 BRIVES-CHARENSAC","43700","43","84","12","84","2024",42897309
"SALAISONS DU LIGNON","586250417","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","160 RUE DU CHAZELET 43200 SAINT-MAURICE-DE-LIGNON","43200","43","84","31","4","2024",86787647
"COVERIS FLEXIBLES FRANCE","702037375","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","5 ZA DU CANTONNIER 43290 MONTFAUCON-EN-VELAY","43290","43","84","12","9","2024",65668000
"AALBERTS SURFACE TECHNOLOGIES SAS (PEM)","434005914","","25.61Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","SIAUGUES-SAINT-ROMAIN 21 ROUTE DE LANGEAC 43300 SIAUGUES-SAINTE-MARIE","43300","43","84","22","3","2021",33638825
"FAREVA LA VALLEE","809999832","","20.59Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZONE INDUSTRIELLE DE BLAVOZY 928 AV LAVOISIER 43700 SAINT-GERMAIN-LAPRADE","43700","43","84","31","2","2024",30345114
"B&M FRANCE SAS (B&M)","311315329","","47.19A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","8 RUE DU BOIS JOLI 63800 COURNON-D'AUVERGNE","63800","63","84","32","196","2023",592173053
"CAISSE D'EPARGNE ET DE PREVOYANCE D'AUVERGNE ET DU LIMOUSIN (CEPAL OU CAISSE D'EP)","382742013","","64.19Z","Financial and insurance activities","Financial and Insurance","63 RUE MONTLOSIER 63000 CLERMONT-FERRAND","63000","63","84","32","328","2025",273019000
"SA DAFY MOTO","322250580","","45.40Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZA DE L'ARTIERE RUE HENRI BECQUEREL 63110 BEAUMONT","63110","63","84","11","90","2024",83790443
"INOVIE GEN-BIO","871200317","","86.90B","Human health and social work activities","Human Health and Social Work","PARC TECHNOLOGIQUE DES GRAVANCHES 8 RUE JACQUELINE AURIOL 63100 CLERMONT-FERRAND","63100","63","84","22","58","2024",77807424
"AURILIS GROUP","321774150","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","(14-16) 14 RUE PIERRE BOULANGER 63100 CLERMONT-FERRAND","63100","63","84","21","75","2024",68785647
"COMPTOIR DE LOCATION (CDL) (C D L)","431612175","","77.32Z","Administrative and support service activities","Administrative and Support","RUE RODOLPHE DIESEL 63100 CLERMONT-FERRAND","63100","63","84","11","31","2024",74837415
"MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN","855200507","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","23 PLACE DES CARMES DECHAUX 63000 CLERMONT-FERRAND","63000","63","84","51","139","2024",5570764860
"EUROTRANSPHARMA (ETP)","530605799","","49.41B","Transportation and storage","Transportation and Storage","37 RUE JULES VERNE 63100 CLERMONT-FERRAND","63100","63","84","12","39","2024",145920549
"CURIUM PET FRANCE","432554996","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","BIOPOLE CLERMONT LIMAGNE RUE MARIE CURIE 63360 SAINT-BEAUZIRE","63360","63","84","21","21","2024",94839990
"TRANSPORTS COMBRONDE","410262653","","49.41A","Transportation and storage","Transportation and Storage","Z I DE FELET 63300 THIERS","63300","63","84","21","19","2024",83674524
"LA MONTAGNE","856200159","","58.13Z","Information and communication","Communication: Media and Publishing","45 RUE DU CLOS FOUR 63100 CLERMONT-FERRAND","63100","63","84","32","50","2024",158136079
"LIMAGRAIN","775633357","","01.11Z","Agriculture, forestry and fishing","Agriculture, Forestry and Fishing","BIOPOLE CLERMONT LIMAGNE RUE HENRI MONDOR 63360 SAINT-BEAUZIRE","63360","63","84","21","25","2023",2522200000
"EIFFAGE ENERGIE SYSTEMES - IT LOIRE AUVERGNE (EES - IT LA)","808488050","","43.21A","Construction","Construction","9 B RUE ERNEST JEAN BAPT 63370 LEMPDES","63370","63","84","NN","13","2024",47773955
"CENTRE SPECIALITES PHARMACEUTIQUES (MOVIANTO) (CSP)","857200521","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","76-78 76 AVENUE DU MIDI 63800 COURNON-D'AUVERGNE","63800","63","84","41","28","2024",595174225
"AUVERGNE HABITAT","856200746","","68.20A","Real estate activities","Real Estate","16 BOULEVARD CHARLES DE GAULLE 63000 CLERMONT-FERRAND","63000","63","84","22","16","2018",87012316
"LIMAGRAIN EUROPE","542009824","","01.11Z","Agriculture, forestry and fishing","Agriculture, Forestry and Fishing","BIOPOLE CLERMONT-LIMAGNE RUE HENRI MONDOR 63360 SAINT-BEAUZIRE","63360","63","84","31","28","2024",546161063
"ROUCHY","312195993","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI LE CHAPEAU ROUGE 63500 LE BROC","63500","63","84","21","11","2019",46745287
"BELL FRANCE","761200013","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","MONTAURY 63460 TEILHEDE","63460","63","84","31","7","2024",144582487
"LIMAGRAIN INGREDIENTS (LCI)","351429923","","10.61B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZONE AGRO INDUSTRIELLE 63720 SAINT-IGNAT","63720","63","84","22","7","2024",150859000
"ESPACE AUTOMOBILE D'AUVERGNE","440789683","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","4 A 8 8 RUE LOUIS BLERIOT 63000 CLERMONT-FERRAND","63000","63","84","22","8","2025",183251765
"L'ENTREPRISE ELECTRIQUE (LEE)","862200011","","42.22Z","Construction","Construction","18 RUE DE LA GANTIERE 63000 CLERMONT-FERRAND","63000","63","84","22","12","2024",35865649
"CEGI ALFA (ALFA INFORMATIQUE)","319960142","","58.29C","Information and communication","Communication: Media and Publishing","ZI DU BREZET 21 RUE JULES VERNE 63100 CLERMONT-FERRAND","63100","63","84","32","8","2024",28260798
"GSF PHEBUS","537020216","","81.21Z","Administrative and support service activities","Administrative and Support","ZI DU BREZET 13 RUE GEORGES BESSE 63100 CLERMONT-FERRAND","63100","63","84","03","14","2024",34877737
"ABCIS AUVERGNE BY AUTOSPHERE (GROUPE AUTOSPHERE)","975721739","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","27 AVENUE DU BREZET 63100 CLERMONT-FERRAND","63100","63","84","22","9","2025",181595046
"LES MANUFACTURES D'AUVERGNE (ARTISANS DU BAGAGE - ARTISANS OF LUGGAGE)","411795859","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","BATIMENT ADMINISTRATIF RTE DE VOLVIC 63530 SAYAT","63530","63","84","32","7","2024",43337813
"OMERIN SAS","382718179","","27.32Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE RUE MARC SEGUIN 63600 AMBERT","63600","63","84","31","6","2024",170535270
"VGRF AUVERGNE","338806474","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","RUE JEAN ZAY 63200 MOZAC","63200","63","84","12","6","2024",114993964
"LABORATOIRES THEA (THEA)","390813988","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZI DU BREZET 12 RUE LOUIS BLERIOT 63000 CLERMONT-FERRAND","63000","63","84","32","3","2024",604225277
"LABO FRANCE (LABO FRANCE)","320461726","","20.59Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZI DE LADOUX RUE BLEUE 63118 CEBAZAT","63118","63","84","31","4","2024",38508041
"ENVAL DISTRIBUTION (ENVALDIS)","332201821","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ESPACE MOZAC ROUTE DE VOLVIC 63530 ENVAL","63530","63","84","32","2","2025",141657207
"TRELLEBORG CLERMONT-FERRAND","391933397","","22.19Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI LA COMBAUDE RUE DE CHANTEMERLE 63100 CLERMONT-FERRAND","63100","63","84","41","7","2024",153372716
"SOCIETE DES EAUX DE VOLVIC (SEV)","395780059","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DU CHANCET 63530 VOLVIC","63530","63","84","41","4","2025",558315640
"FAREVA MIRABEL","889597951","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ROUTE DE MARSAT 63200 RIOM","63200","63","84","32","2","2024",100932557
"CELTA","542102801","","17.21A","Manufacturing","Manufacturing: Wood, Paper and Printing","LES CHAMPS 63120 COURPIERE","63120","63","84","32","4","2024",85108043
"PIERRE COTTE","381856533","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ROND POINT AUTOROUTE 18 RUE MAL DE LATTRE DE TASSIGNY 63190 LEZOUX","63190","63","84","32","2","2016",21011230
"SN AUVERGNE AERONAUTIQUE","824245104","","30.30Z","Manufacturing","Manufacturing: Transport Equipment","1 RUE TOURIA CHAOUI 63510 AULNAT","63510","63","84","31","1","2023",30661720
"HOPITAL PRIVE LA CHATAIGNERAIE (HOPITAL PRIVE LA CHATAIGNERAIE) (LA CHATAIGNERAIE)","444573935","","86.10Z","Human health and social work activities","Human Health and Social Work","RUE DE LA CHATAIGNERAIE 63110 BEAUMONT","63110","63","84","32","1","2024",58003033
"CONSTELLIUM ISSOIRE","672014081","","24.42Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZI LES LISTES RUE YVES LAMOURDEDIEU 63500 ISSOIRE","63500","63","84","42","16","2024",743719645
"STE PAR ACTIONS SIMPLIFIEE DE GESTION D'ETABLISSEMENTS DE SOINS (SAGES)","867200552","","86.10Z","Human health and social work activities","Human Health and Social Work","105 AVENUE DE LA REPUBLIQUE 63100 CLERMONT-FERRAND","63100","63","84","32","4","2024",71201264
"CONSTRUCTEL ENERGIE","492041652","","43.21B","Construction","Construction","3 RUE DE PERIGNAT 63800 COURNON-D'AUVERGNE","63800","63","84","12","17","2023",20958007
"SOCIETE INTERNATIONALE DE FORGEAGE ET DE MATRICAGE","732032271","","25.50A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","14 ALLEE ALAN TURING 63170 AUBIERE","63170","63","84","NN","5","2022",24463277
"BMRA (POINT P AUVERGNE-RHONE-ALPES)","056503097","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2080 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","21","145","2024",385697275
"DISTRIBUTION MATERIAUX BOIS PANNEAUX - D.M.B.P.","508102159","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2080 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","12","102","2024",559387527
"LA PANIERE","414646760","","10.71B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","PAE LES COMBARUCHES 360 BOULEVARD DU DOCTEUR JEAN JULES HERBERT 73100 AIX-LES-BAINS","73100","73","84","03","48","2024",30064169
"CIMALPES","450974332","","68.32A","Real estate activities","Real Estate","519 CHEMIN DE LA CASSINE 73200 ALBERTVILLE","73200","73","84","NN","36","2025",41524273
"ENTREPRISE GENERALE LEON GROSSE (EGLG)","745420653","","41.20B","Construction","Construction","2 RUE DE L'AVENIR 73100 AIX-LES-BAINS","73100","73","84","22","93","2024",907352000
"SATM","814723441","","52.29B","Transportation and storage","Transportation and Storage","1327 AVENUE DE LA HOUILLE BLANCHE 73000 CHAMBERY","73000","73","84","12","34","2024",150297884
"CAFES FOLLIET","745720276","","10.83Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","683 RUE DE CHANTABORD 73000 CHAMBERY","73000","73","84","22","70","2025",77047716
"ANDERLAINE","747120590","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","82 RUE DE LA PETITE EAU 73290 LA MOTTE-SERVOLEX","73290","73","84","22","51","2024",43817168
"ADS","076520568","","49.39C","Transportation and storage","Transportation and Storage","ARC 1800 22 RUE PORTE DES VILLARDS 73700 BOURG-SAINT-MAURICE","73700","73","84","41","74","2025",107932044
"2 F","495314619","","47.91B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","173 RUE DES EGLANTIERS 73230 SAINT-ALBAN-LEYSSE","73230","73","84","22","19","2024",118780916
"PEDRETTI DISTRIBUTION (TRANSPORTS PEDRETTI MARCHANDISES)","342207099","","49.41B","Transportation and storage","Transportation and Storage","ZI DE L'ERIER 100 RUE DE LA CURIAZ 73290 LA MOTTE-SERVOLEX","73290","73","84","12","31","2024",44668546
"IPAC (IPAC)","384164919","","85.42Z","Education","Education","SAVOIE TECHNOLAC 23 AVENUE LAC LEMAN 73370 LE BOURGET-DU-LAC","73370","73","84","12","26","2025",28535131
"PATRIARCHE","385106372","","71.11Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","TAXIWAY SAVOIE TECHNOLAC 73370 LE BOURGET-DU-LAC","73370","73","84","22","19","2023",60126050
"JEAN LAIN AUTOSPORT","352538268","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZONE INDUSTRIELLE LANDIERS 158 RUE DES EPINETTES 73290 LA MOTTE-SERVOLEX","73290","73","84","22","14","2024",362871689
"INITIATIVE POUR LE DEVELOPPEMENT DURABLE - INGENIERIE ET ORGANISATION () (INDDIGO)","402250427","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","367 AVENUE DU GRAND ARIETAZ 73000 CHAMBERY","73000","73","84","22","20","2024",34911900
"FERROGLOBE FRANCE","642005177","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","IMMEUBLE LANDART - BATIMENT A 3EME ET 711 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","NN","31","2024",388789682
"TRANSPORTS PERRIER","645550187","","49.41A","Transportation and storage","Transportation and Storage","SAVOIE HEXAPOLE 210 RUE CHARLES MONTREUIL 73420 MERY","73420","73","84","NN","25","2024",26832332
"TIVOLY","076120021","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","266 ROUTE PORTE DE TARENTAISE 73790 TOURS-EN-SAVOIE","73790","73","84","21","12","2021",80734000
"TRANSPORTS DE SAVOIE","770201010","","49.41C","Transportation and storage","Transportation and Storage","PARC D'ACTIVITES DES LANDIERS 104 AVENUE DE VILLARCHER 73000 CHAMBERY","73000","73","84","31","11","2024",31578101
"UGITECH","410436158","","24.10Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","AVENUE PAUL GIROD 73400 UGINE","73400","73","84","42","15","2024",585980092
