Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"CREDIT LYONNAIS (LCL)","954509741","","64.19Z","Financial and insurance activities","Financial and Insurance","18 RUE DE LA REPUBLIQUE 69002 LYON","69002","69","84","41","3441","2024",3810000000
"ADECCO FRANCE (ADECCO FRANCE, LHH RECRUITMENT SOLUTIONS, AKKODIS TALENT, QAPA)","998823504","","78.20Z","Administrative and support service activities","Administrative and Support","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","31","3270","2024",4150011520
"DISTRIBUTION CASINO FRANCE (DCF)","428268023","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE","42000","42","84","42","4457","2024",3429800000
"MAXI ZOO FRANCE","389435215","","47.76Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC L'ILOT DES SABLES 720 RUE LE CHATELIER 38090 VAULX-MILIEU","38090","38","84","22","501","2024",497632622
"COMPTOIR ELECTRIQUE FRANCAIS (CEF)","319883344","","46.69A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PARC D'ACTIVITE DU BEL AIR 5 CHEMIN DU TOREY 69340 FRANCHEVILLE","69340","69","84","21","554","2022",915466057
"CAISSE D'EPARGNE ET DE PREVOYANCE DE RHONE ALPES (CERA(CAISSE EPARGNE)","384006029","","64.19Z","Financial and insurance activities","Financial and Insurance","116 COURS LAFAYETTE 69003 LYON","69003","69","84","41","443","2024",1679566000
"EUROMASTER FRANCE","392527404","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","INOVALLEE 180 AVENUE DE L’EUROPE 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","31","581","2024",632365514
"SUD EST RESTAURATION S E R","390703890","","56.29A","Accommodation and food service activities","Accommodation and Food Services","ZA LAVY 170 RUE DE LAVY 01570 MANZIAT","01570","01","84","03","277","2024",29916999
"KING JOUET (KING JOUET)","347926719","","47.65Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI LES BLANCHISSERIES 38500 VOIRON","38500","38","84","11","335","2024",351261845
"TEREVA","434004198","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZI NORD 18 AVENUE ARSENE D'ARSONVAL 01000 BOURG-EN-BRESSE","01000","01","84","32","216","2023",615723721
"FEU VERT","327359980","","45.32Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","SERVICE JURIDIQUE 11 ALLEE DU MOULIN BERGER 69130 ECULLY","69130","69","84","32","304","2025",471406372
"BETON VICAT","309918464","","23.63Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","12","209","2025",264269812
"B&M FRANCE SAS (B&M)","311315329","","47.19A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","8 RUE DU BOIS JOLI 63800 COURNON-D'AUVERGNE","63800","63","84","32","196","2023",592173053
"CAISSE D'EPARGNE ET DE PREVOYANCE D'AUVERGNE ET DU LIMOUSIN (CEPAL OU CAISSE D'EP)","382742013","","64.19Z","Financial and insurance activities","Financial and Insurance","63 RUE MONTLOSIER 63000 CLERMONT-FERRAND","63000","63","84","32","328","2025",273019000
"LA VIE CLAIRE (LA VIE CLAIRE)","632000014","","47.11C","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","111 AVENUE MARCELIN BERTHELOT 69520 GRIGNY","69520","69","84","NN","249","2024",246934771
"CAISSE EPARGNE PREVO LOIRE DROME ARDECHE","383686839","","64.19Z","Financial and insurance activities","Financial and Insurance","ESPACE FAURIEL 17 RUE P ET D PONCHARDIER 42000 SAINT-ETIENNE","42000","42","84","32","320","2024",187310000
"ORGANISATION VOYAGES PLANCHE (AILLEURS BUSINESS) (OVP)","312326275","","79.11Z","Administrative and support service activities","Administrative and Support","20 AVENUE RENE CASSIN 69009 LYON","69009","69","84","12","185","2024",57849759
"OXYANE","775596885","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PARC EVEREST I 54 RUE MARCEL DASSAULT 69740 GENAS","69740","69","84","21","160","2024",733093000
"RUBIX FRANCE","320955396","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","61 AVENUE TONY GARNIER 69007 LYON","69007","69","84","22","376","2024",782206856
"ALDI MARCHE (ALDI MARCHE)","444330641","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DU MONT GUILLERME - RD 75 LES ROUTES 38780 OYTIER-SAINT-OBLAS","38780","38","84","31","147","2024",389414303
"FEDEX EXPRESS FR","973505357","","52.29A","Transportation and storage","Transportation and Storage","BP 7237 58 AVENUE LECLERC 69007 LYON","69007","69","84","22","192","2023",1958489318
"DARTY GRAND EST (DARTY)","303376586","","47.54Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LIEU-DIT L'EPOUX 135 RTE NATIONALE 6 69760 LIMONEST","69760","69","84","31","140","2017",674211084
"FIRST STOP AYME","722620119","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","17 - 19 17 RUE JEAN ZAY 69800 SAINT-PRIEST","69800","69","84","22","205","2024",267434364
"TOTALENERGIES PROXI SUD EST (T-PSE)","554500199","","46.71Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","42 COURS SUCHET 69002 LYON","69002","69","84","22","341","2024",789203918
"BMRA (POINT P AUVERGNE-RHONE-ALPES)","056503097","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2080 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","21","145","2024",385697275
"SAMSE","056502248","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2 RUE RAYMOND PITET 38100 GRENOBLE","38100","38","84","32","136","2024",1932062000
"GROUPE MONDIAL TISSUS GMT","419487939","","47.51Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ENTREE PRINCIPALE 840 ROUTE DU MAS-RILLIER 69140 RILLIEUX-LA-PAPE","69140","69","84","31","122","2023",111293865
"TDU GROUP : TEXTILE & DECORATION UNITED (MERCERIE SAINT-PIERRE, TOTO TISSUS, TISSUS DES URSULES)","339949265","","47.51Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","SECTEUR B ZA STELYTEC 42400 SAINT CHAMOND","42400","42","84","12","107","2024",47257049
"SOVERT","401628763","","47.76Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","48 RUE DU 11 NOVEMBRE 38200 VIENNE","38200","38","84","NN","154","2024",122515758
"ADECCO MEDICAL (ADECCO MEDICAL)","682003991","","78.20Z","Administrative and support service activities","Administrative and Support","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","21","305","2024",238010556
"BIOGROUP RHONE-ALPES","408396968","","86.90B","Human health and social work activities","Human Health and Social Work","6 AVENUE SIMONE VEIL 69150 DECINES-CHARPIEU","69150","69","84","21","108","2024",106091844
"CLAUGER (CLAUGER)","971506191","","33.20B","Manufacturing","Manufacturing: Furniture and Other","PARC D'ACTIVITE LES VALLIERES 7 RUE DE L'INDUSTRIE 69530 BRIGNAIS","69530","69","84","32","121","2024",363520726
"LDGF","523308971","","47.22Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE DE LA VIANDE 55 ALLEE DE LA HALLE 42350 LA TALAUDIERE","42350","42","84","NN","78","2024",152706815
"KERIA","324904267","","47.59B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC SUD GALAXIE 4 RUE DES TROPIQUES 38130 ECHIROLLES","38130","38","84","21","170","2021",48916385
"COFIRHAD","351438239","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","17-19 17 RUE AMPERE 03300 CUSSET","03300","03","84","21","143","2024",311034483
"GRANULATS VICAT","768200255","","08.12Z","Mining and quarrying","Mining and Quarrying","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","12","93","2024",160000074
"DISTRIBUTION MATERIAUX BOIS PANNEAUX - D.M.B.P.","508102159","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2080 AVENUE DES LANDIERS 73000 CHAMBERY","73000","73","84","12","102","2024",559387527
"GFDDV","499921195","","47.22Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE DE LA VIANDE 55 ALLEE DE LA HALLE 42350 LA TALAUDIERE","42350","42","84","NN","83","2024",150265970
"BUREAU ALPES CONTROLES","351812698","","71.20B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PAE LES GLAISINS 3 B IMP DES PRAIRIES 74000 ANNECY","74000","74","84","21","154","2024",91240062
"KUEHNE + NAGEL ROAD","493191407","","49.41A","Transportation and storage","Transportation and Storage","ZAC NORD EST 201 RUE LEON JOUHAUX 69400 VILLEFRANCHE-SUR-SAONE","69400","69","84","32","114","2024",921511918
"SOCIETE MENAGER EN DEFAUTS D'ASPECTS - DISTRIBUTION (M.D.A. DISTRIBUTION)","332470244","","47.54Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC LES CERISIERS 37 RUE DE L'ENTREPRISE 69380 LOZANNE","69380","69","84","12","109","2024",54713690
"SUEZ RV CENTRE EST","343488508","","38.21Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","UNIVERSAONE 18 RUE FELIX MANGINI 69009 LYON","69009","69","84","22","106","2024",294262193
"REGIE NETWORKS","339200669","","73.12Z","Professional, scientific and technical activities","Professional: Other Technical","134 AV 25EME RGT TIRAILLEURS SENEGALAIS 69009 LYON 9EME","69009","69","84","21","141","2024",59887703
"COTELAC","378239974","","14.13Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZA EN PRAGNAT NORD RUE DU PROFESSEUR LUC MONTAGNIER 01500 AMBERIEU-EN-BUGEY","01500","01","84","21","104","2024",21246431
"SICA S.A. EUREA (EUREA) (EUREA)","305522807","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","49 ROUTE DE SAINT-ETIENNE 42110 FEURS","42110","42","84","03","97","2024",249507943
"HUMANDO","401015938","","78.20Z","Administrative and support service activities","Administrative and Support","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","02","107","2024",71099172
"ELIVIE","333954386","","77.29Z","Administrative and support service activities","Administrative and Support","77-79-PARKVIEW 77 BOULEVARD DE LA BATAILLE DE STALINGRAD 69100 VILLEURBANNE","69100","69","84","11","154","2024",306948570
"GDV GESTION DES VIANDES","414992545","","47.22Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE DE LA VIANDE 55 ALLEE DE LA HALLE 42350 LA TALAUDIERE","42350","42","84","NN","69","2024",114447520
"AKZO NOBEL DISTRIBUTION","529221079","","46.73B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2 AVENUE DE L'INDUSTRIE 69960 CORBAS","69960","69","84","12","227","2023",130257871
"REX ROTARY","383359510","","46.66Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","19 RUE DOMER 69007 LYON","69007","69","84","21","158","2024",112103006
"PURFER","332628171","","38.32Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","45 ROUTE DE SAINT-BONNET-DE-MURE 69780 SAINT-PIERRE-DE-CHANDIEU","69780","69","84","12","77","2025",422742061
"ASDIA","509180709","","47.78C","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC ACTILAND 1 RUE DE LOMBARDIE 69800 SAINT-PRIEST","69800","69","84","21","104","2025",139704643
"3C","390323319","","66.21Z","Financial and insurance activities","Financial and Insurance","TOUR DE LA PART DIEU, 26IEME ETAGE 129 RUE SERVIENT 69003 LYON","69003","69","84","02","102","2024",34796846
"PRECIA MOLEN SERVICE","349743179","","33.12Z","Manufacturing","Manufacturing: Furniture and Other","BP 326 LE RUISSOL 07000 VEYRAS","07000","07","84","21","110","2024",60117000
"BIOGROUP ALPES ISERE","391466018","","86.90B","Human health and social work activities","Human Health and Social Work","42 AVENUE DE LA PLAINE FLEURIE 38240 MEYLAN","38240","38","84","12","81","2020",102571000
"UNIBIO","443094065","","86.90B","Human health and social work activities","Human Health and Social Work","7 AVENUE GAMBETTA 26100 ROMANS-SUR-ISERE","26100","26","84","22","63","2024",44079479
"SOPRA STERIA GROUP","326820065","","62.02A","Information and communication","Information Technology and Services","PAE DES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","31","161","2024",5776800000
"NICOLLIN SAS","775644149","","38.11Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","PARC DU MOULIN A VENT 33 AVENUE DU DOCTEUR GEORGES LEVY 69200 VENISSIEUX","69200","69","84","NN","78","2025",224991457
"CERBALLIANCE AUVERGNE RHONE ALPES","453635468","","86.90B","Human health and social work activities","Human Health and Social Work","14 RUE EDISON 69500 BRON","69500","69","84","NN","58","2024",65894414
"SNIPES","837894765","","47.72A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC TECHNOLAND   BATIMENT K 3 ALLEE DES ABRUZZES 69800 SAINT-PRIEST","69800","69","84","03","53","2024",82701205
"BEXLEY (BEXLEY SAS-CHAUSSURE.FR-BEXLEY.FR-BEXLEY.COM)","344434253","","47.72A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","IMMEUBLE THOR 19 RUE LOUIS GUERIN 69100 VILLEURBANNE","69100","69","84","12","47","2024",74036022
"SOBECA","703780247","","42.22Z","Construction","Construction","ZONE INDUSTRIELLE AVENUE JEAN VACHER 69480 ANSE","69480","69","84","21","90","2024",314320444
"GEOX FRANCE","410882914","","47.72A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LIEUDIT LES ILES SOUS VOUILLOUX 432 AVENUE ANDRE LASQUIN 74700 SALLANCHES","74700","74","84","11","110","2024",59508494
"GENERALE FRIGORIFIQUE (GFF)","552130296","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","12 RUE DES FRERES LUMIERE 69720 SAINT-BONNET-DE-MURE","69720","69","84","22","86","2023",158776113
"DELTA SECURITY SOLUTIONS (IDS)","973510019","","80.20Z","Administrative and support service activities","Administrative and Support","PARC AFFAIRES DE DARDILLY CHEMIN DU CHATEAU D'EAU 69410 CHAMPAGNE-AU-MONT-D'OR","69410","69","84","21","125","2024",118898292
"COMPAGNIE NATIONALE DU RHONE (CNR)","957520901","","35.11Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","2 RUE ANDRE BONIN 69004 LYON","69004","69","84","41","57","2024",2935046000
"CONSTRUCTEL CONSTRUCTIONS TELECOMMUNICA.","442835468","","43.21A","Construction","Construction","ZAD DE MORLON 1 RUE JEAN BAPTISTE COROT 26800 PORTES-LES-VALENCE","26800","26","84","22","83","2024",245432638
"ISERBA","793797283","","43.22B","Construction","Construction","ZAC DES MALETTES 303 RUE DU CHAT BOTTE 01700 BEYNOST","01700","01","84","21","60","2024",110545699
"MILEADE (MILEADE)","843049040","","55.20Z","Accommodation and food service activities","Accommodation and Food Services","5 AVENUE VICTOR HUGO 43100 BRIOUDE","43100","43","84","22","47","2024",98724909
"NGDFR","902067669","","47.22Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE DE LA VIANDE 55 ALLEE DE LA HALLE 42350 LA TALAUDIERE","42350","42","84","NN","40","2024",58557970
"SOC GERANCE DISTRIBUTIONS EAU (SOGEDO)","301192803","","36.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","22 RUE CHILDEBERT 69002 LYON","69002","69","84","NN","79","2024",109545568
"MABEO INDUSTRIES","332564954","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","CENORD 18 AVENUE ARSENE D'ARSONVAL 01000 BOURG-EN-BRESSE","01000","01","84","21","119","2023",233786998
"EPALIA","330000878","","16.24Z","Manufacturing","Manufacturing: Wood, Paper and Printing","23-25 23 RUE PAUL DUVIVIER 69007 LYON","69007","69","84","NN","64","2024",62235251
"SA DAFY MOTO","322250580","","45.40Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZA DE L'ARTIERE RUE HENRI BECQUEREL 63110 BEAUMONT","63110","63","84","11","90","2024",83790443
"SARP CENTRE EST (AC SARP CENTRE EST - AC SANIVEM)","315588012","","37.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","BAT 1C - 2EME ETAGE - 69142 RILLIEUX-LA-PAPE CEDEX 160 RUE PIERRE FALLION 69140 RILLIEUX-LA-PAPE","69140","69","84","12","47","2024",39819641
"XPO DISTRIBUTION FRANCE (XPO DISTRIB FR)","383242161","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","97","2024",478586301
"EIFFAGE ROUTE CENTRE EST","398827113","","42.11Z","Construction","Construction","3 RUE HRANT DINK 69002 LYON","69002","69","84","21","56","2024",404448643
"INOVIE GEN-BIO","871200317","","86.90B","Human health and social work activities","Human Health and Social Work","PARC TECHNOLOGIQUE DES GRAVANCHES 8 RUE JACQUELINE AURIOL 63100 CLERMONT-FERRAND","63100","63","84","22","58","2024",77807424
"VOLVO TRUCKS FRANCE","379134166","","45.20B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","TER A50 2 72 99 ROUTE DE LYON 69800 SAINT-PRIEST","69800","69","84","22","86","2024",371197800
"IMPLID EXPERTISE CONSEIL (SEGECO)","587350273","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZI 12 ROUTE DE COUBON 43700 BRIVES-CHARENSAC","43700","43","84","12","84","2024",42897309
"LA PANIERE","414646760","","10.71B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","PAE LES COMBARUCHES 360 BOULEVARD DU DOCTEUR JEAN JULES HERBERT 73100 AIX-LES-BAINS","73100","73","84","03","48","2024",30064169
"AC ENVIRONNEMENT","441355914","","71.20B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","64 RUE CLEMENT ADER 42153 RIORGES","42153","42","84","32","82","2024",58624789
"VICAT (VICAT)","057505539","","23.51Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","32","49","2025",3854437000
"LA BOITE A OUTILS","779463223","","47.52B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","2 RUE RAYMOND PITET 38100 GRENOBLE","38100","38","84","22","58","2024",338734395
"ADECCO GROUPE FRANCE","451148209","","82.11Z","Administrative and support service activities","Administrative and Support","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","41","77","2024",135149219
"SARL CHEVALLIER","338046741","","10.71C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI DES CESARDES 10 RUE GUSTAVE EIFFEL 74000 ANNECY","74000","74","84","03","39","2024",20323705
"BIOGROUP ALPES","323946574","","86.90B","Human health and social work activities","Human Health and Social Work","509 AVENUE PAUL BECHET 74300 CLUSES","74300","74","84","12","44","2024",38888238
"CIMALPES","450974332","","68.32A","Real estate activities","Real Estate","519 CHEMIN DE LA CASSINE 73200 ALBERTVILLE","73200","73","84","NN","36","2025",41524273
"SOC LYON PARC AUTO POUR REALISAT GESTION","969505452","","52.21Z","Transportation and storage","Transportation and Storage","2 PLACE DES CORDELIERS 69002 LYON","69002","69","84","31","39","2024",54138238
"ENTREPRISE GENERALE LEON GROSSE (EGLG)","745420653","","41.20B","Construction","Construction","2 RUE DE L'AVENIR 73100 AIX-LES-BAINS","73100","73","84","22","93","2024",907352000
"MILLE ET UN REPAS","410911044","","56.29B","Accommodation and food service activities","Accommodation and Food Services","IMMEUBLE SPARK 9 ROUTE DU PEROLLIER 69570 DARDILLY","69570","69","84","NN","50","2025",65083104
"SOUFFLET VIGNE","623780178","","46.75Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","LE PONT ROUGE RTE NATIONALE 6 69400 LIMAS","69400","69","84","21","66","2024",92569500
"JP HOME (A (V.I.R.))","333784676","","49.41B","Transportation and storage","Transportation and Storage","335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","78","2024",129543605
"ETABLISSEMENTS DESCOURS ET CABAUD RHONE ALPES AUVERGNE","424821221","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","FACADE RUE 176 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX","69200","69","84","21","43","2024",298119857
"DESAUTEL","955503982","","28.29B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","99 RUE PIERRE CORNEILLE 69003 LYON","69003","69","84","21","77","2017",168568000
"AURILIS GROUP","321774150","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","(14-16) 14 RUE PIERRE BOULANGER 63100 CLERMONT-FERRAND","63100","63","84","21","75","2024",68785647
"SATM","814723441","","52.29B","Transportation and storage","Transportation and Storage","1327 AVENUE DE LA HOUILLE BLANCHE 73000 CHAMBERY","73000","73","84","12","34","2024",150297884
"COMPTOIR DE LOCATION (CDL) (C D L)","431612175","","77.32Z","Administrative and support service activities","Administrative and Support","RUE RODOLPHE DIESEL 63100 CLERMONT-FERRAND","63100","63","84","11","31","2024",74837415
"ONYX AUVERGNE RHONE ALPES (ONYX ARA)","302590898","","38.11Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","2-4 2 AVENUE DES CANUTS 69120 VAULX-EN-VELIN","69120","69","84","01","64","2024",183734825
"LE DAUPHINE LIBERE","057502742","","58.13Z","Information and communication","Communication: Media and Publishing","650 ROUTE DE VALENCE 38113 VEUREY-VOROIZE","38113","38","84","32","80","2024",102614668
"GIRARDON MATERIAUX (GIRARDON MATERIAUX)","419893235","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","10 ALLEE IRENE JOLIOT CURIE 69800 SAINT-PRIEST","69800","69","84","12","30","2024",127607060
"MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN","855200507","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","23 PLACE DES CARMES DECHAUX 63000 CLERMONT-FERRAND","63000","63","84","51","139","2024",5570764860
"CFDP ASSURANCES (CFDP) (CFDP)","958506156","","65.12Z","Financial and insurance activities","Financial and Insurance","62 RUE DE BONNEL 69003 LYON","69003","69","84","21","198","2022",74427041
"CABINET D'ETUDES MARC MERLIN (CABINET MERLIN)","428634356","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","6 RUE GROLEE 69002 LYON","69002","69","84","22","62","2024",67352840
"FRANCE AIR","378006027","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","383 RUE DES BARRONIERES 01700 BEYNOST","01700","01","84","31","39","2024",136938470
"EKIUM","390596039","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","5 RUE ABRAHAM BLOCH 69007 LYON","69007","69","84","41","53","2024",154660541
"NOVELAB","489928655","","86.90B","Human health and social work activities","Human Health and Social Work","45 RUE VICTOR HUGO 69220 BELLEVILLE-EN-BEAUJOLAIS","69220","69","84","12","32","2024",30919073
"BRENNTAG SA","709801781","","46.75Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2-4 RUE JOSEPH NICEPHORE NIEPCE 69740 GENAS","69740","69","84","NN","45","2024",422473222
"MAZET MESSAGERIE","492486402","","52.29A","Transportation and storage","Transportation and Storage","ZONE INDUSTRIELLE AVENUE DE BELLANDE 07200 AUBENAS","07200","07","84","12","41","2024",114094483
"BERNARD AGRICULTURE (ETABLISSEMENTS PIERRE BERNARD) (B.A.)","519924708","","46.21Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","179 ROUTE DE TREVOUX 01390 SAINT-ANDRE-DE-CORCY","01390","01","84","12","28","2024",192387841
"AMER SPORTS FRANCE (SALOMON - WILSON - ATOMIC-PEAK PERFORMANCE-ARC'TERYX)","062501275","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","22","36","2024",211853500
"ROSET SAS","545920076","","31.09A","Manufacturing","Manufacturing: Furniture and Other","1 ROUTE DU PONT 01470 BRIORD","01470","01","84","32","33","2024",87030923
"BMVIROLLE","479980914","","52.29A","Transportation and storage","Transportation and Storage","30-40 30 RUE PIERRE SEMARD 69800 SAINT-PRIEST","69800","69","84","22","44","2024",141469231
"AGIR A DOM ASSISTANCE","528214182","","77.29Z","Administrative and support service activities","Administrative and Support","36 CHEMIN DU VIEUX CHENE 38240 MEYLAN","38240","38","84","22","43","2024",59783982
"GROUPE PROGRES SA","321263683","","58.13Z","Information and communication","Communication: Media and Publishing","4 RUE PAUL MONTROCHET 69002 LYON","69002","69","84","22","81","2024",84898083
"FRANCE BOISSONS RHONE ALPES","310455043","","46.34Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","73 RUE MARCEL MERIEUX 69960 CORBAS","69960","69","84","22","67","2024",227956073
"RG FRANCE","442278453","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","38 ROUTE DE SAINT-SYMPHORIEN D'OZON 69800 SAINT-PRIEST","69800","69","84","21","30","2024",236770111
"CAFES FOLLIET","745720276","","10.83Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","683 RUE DE CHANTABORD 73000 CHAMBERY","73000","73","84","22","70","2025",77047716
"SD SERVICES","339796617","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","ZONE ARTISANALE DES RUIRES 25 RUE IRENE JOLIOT CURIE 38320 EYBENS","38320","38","84","12","43","2019",65988229
